Register,PassiveType,Aux,PP
Written,BE-pp,be,asked
Written,BE-pp,been,asked
Written,BE-pp,were,asked
Written,BE-pp,was,asked
Written,BE-pp,was,asked
Written,BE-pp,being,asked
Written,BE-pp,being,asked
Written,BE-pp,being,asked
Written,BE-pp,being,asked
Written,BE-pp,is,asked
Written,BE-pp,was,asked
Written,BE-pp,were,asked
Written,BE-pp,being,asked
Written,BE-pp,are,asked
Written,BE-pp,were,asked
Written,BE-pp,be,asked
Written,BE-pp,be,asked
Written,BE-pp,was,asked
Written,BE-pp,are,asked
Written,BE-pp,is,asked
Written,BE-pp,was,asked
Written,BE-pp,was,asked
Written,BE-pp,been,asked
Written,BE-pp,being,asked
Written,BE-pp,was,asked
Written,BE-pp,being,asked
Written,BE-pp,being,asked
Written,BE-pp,been,asked
Written,BE-pp,was,asked
Written,BE-pp,was,asked
Written,BE-pp,was,asked
Written,BE-pp,be,asked
Written,BE-pp,were,asked
Written,BE-pp,been,asked
Written,BE-pp,was,asked
Written,BE-pp,is,asked
Written,BE-pp,was,asked
Written,BE-pp,are,asked
Written,BE-pp,be,asked
Written,BE-pp,was,assassinated
Written,BE-pp,was,assassinated
Written,BE-pp,was,assassinated
Written,BE-pp,was,assassinated
Written,BE-pp,was,assassinated
Written,BE-pp,was,assaulted
Written,BE-pp,was,assaulted
Written,BE-pp,were,assaulted
Written,BE-pp,was,assaulted
Written,BE-pp,was,assaulted
Written,BE-pp,were,assembled
Written,BE-pp,are,assessed
Written,BE-pp,been,assessed
Written,BE-pp,is,assessed
Written,BE-pp,be,assessed
Written,BE-pp,were,assessed
Written,BE-pp,be,assessed
Written,BE-pp,be,assessed
Written,BE-pp,is,assessed
Written,BE-pp,is,assigned
Written,BE-pp,is,assigned
Written,BE-pp,been,assigned
Written,BE-pp,was,assigned
Written,BE-pp,been,assigned
Written,BE-pp,were,assigned
Written,BE-pp,being,assigned
Written,BE-pp,been,assigned
Written,BE-pp,been,assigned
Written,BE-pp,being,assigned
Written,BE-pp,being,assigned
Written,BE-pp,are,associated
Written,BE-pp,is,associated
Written,BE-pp,be,associated
Written,BE-pp,are,associated
Written,BE-pp,be,associated
Written,BE-pp,been,associated
Written,BE-pp,were,associated
Written,BE-pp,be,associated
Written,BE-pp,was,associated
Written,BE-pp,be,associated
Written,BE-pp,are,associated
Written,BE-pp,be,associated
Written,BE-pp,been,associated
Written,BE-pp,is,associated
Written,BE-pp,are,associated
Written,BE-pp,is,associated
Written,BE-pp,is,associated
Written,BE-pp,is,associated
Written,BE-pp,is,associated
Written,BE-pp,are,associated
Written,BE-pp,are,associated
Written,BE-pp,been,associated
Written,BE-pp,'s,assumed
Written,BE-pp,is,assumed
Written,BE-pp,been,assumed
Written,BE-pp,been,assumed
Written,BE-pp,are,assumed
Written,BE-pp,is,assumed
Written,BE-pp,were,assured
Written,BE-pp,being,assured
Written,BE-pp,being,assured
Written,BE-pp,being,assured
Written,BE-pp,be,assured
Written,BE-pp,were,assured
Written,BE-pp,am,assured
Written,BE-pp,be,assured
Written,BE-pp,was,astonished
Written,BE-pp,was,astounded
Written,BE-pp,been,attached
Written,BE-pp,be,attached
Written,BE-pp,is,attached
Written,BE-pp,be,attached
Written,BE-pp,were,attacked
Written,BE-pp,was,attacked
Written,BE-pp,was,attacked
Written,BE-pp,was,attacked
Written,BE-pp,been,attacked
Written,BE-pp,being,attacked
Written,BE-pp,was,attacked
Written,BE-pp,was,attacked
Written,BE-pp,being,attacked
Written,BE-pp,was,attacked
Written,BE-pp,was,attacked
Written,BE-pp,being,attacked
Written,BE-pp,was,attacked
Written,BE-pp,was,attacked
Written,BE-pp,were,attacked
Written,BE-pp,was,attacked
Written,BE-pp,were,attacked
Written,BE-pp,were,attacked
Written,BE-pp,were,attacked
Written,BE-pp,been,attacked
Written,BE-pp,were,attacked
Written,BE-pp,was,attacked
Written,BE-pp,were,attacked
Written,BE-pp,be,attained
Written,BE-pp,was,attempted
Written,BE-pp,been,attempted
Written,BE-pp,be,attended
Written,BE-pp,was,attended
Written,BE-pp,was,attended
Written,BE-pp,was,attended
Written,BE-pp,was,attended
Written,BE-pp,be,attended
Written,BE-pp,was,attended
Written,BE-pp,was,attended
Written,BE-pp,was,attended
Written,BE-pp,was,attended
Written,BE-pp,was,attended
Written,BE-pp,was,attracted
Written,BE-pp,are,attracted
Written,BE-pp,are,attracted
Written,BE-pp,been,attracted
Written,BE-pp,be,attracted
Written,BE-pp,was,attracted
Written,BE-pp,was,attracted
Written,BE-pp,be,attracted
Written,BE-pp,was,attributed
Written,BE-pp,was,attributed
Written,BE-pp,be,attributed
Written,BE-pp,were,attributed
Written,BE-pp,be,attributed
Written,BE-pp,be,attributed
Written,BE-pp,was,attributed
Written,BE-pp,be,attributed
Written,BE-pp,be,auctioned
Written,BE-pp,be,auctioned
Written,BE-pp,be,auctioned
Written,BE-pp,being,auctioned
Written,BE-pp,be,auctioned
Written,BE-pp,be,auctioned
Written,BE-pp,be,auctioned
Written,BE-pp,been,authorised
Written,BE-pp,was,authorised
Written,BE-pp,were,authorised
Written,BE-pp,are,authorized
Written,BE-pp,is,authorized
Written,BE-pp,was,authorized
Written,BE-pp,be,available
Written,BE-pp,be,availed
Written,BE-pp,be,availed
Written,BE-pp,been,avoided
Written,BE-pp,be,avoided
Written,BE-pp,be,avoided
Written,BE-pp,been,avoided
Written,BE-pp,been,avoided
Written,BE-pp,be,avoided
Written,BE-pp,be,avoided
Written,BE-pp,be,avoided
Written,BE-pp,be,awakened
Written,BE-pp,been,awarded
Written,BE-pp,was,awarded
Written,BE-pp,be,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,been,awarded
Written,BE-pp,been,awarded
Written,BE-pp,were,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,been,awarded
Written,BE-pp,were,awarded
Written,BE-pp,were,awarded
Written,BE-pp,been,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,being,awarded
Written,BE-pp,been,awarded
Written,BE-pp,was,awarded
Written,BE-pp,be,awarded
Written,BE-pp,been,awarded
Written,BE-pp,been,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,been,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,were,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,be,awarded
Written,BE-pp,be,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,been,awarded
Written,BE-pp,was,awarded
Written,BE-pp,were,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,been,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,been,awarded
Written,BE-pp,been,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,awarded
Written,BE-pp,was,axed
Written,BE-pp,were,backed
Written,BE-pp,is,backed
Written,BE-pp,is,backed
Written,BE-pp,are,backed
Written,BE-pp,is,backed
Written,BE-pp,be,backed
Written,BE-pp,is,backed
Written,BE-pp,was,backed
Written,BE-pp,are,backed
Written,BE-pp,was,backed
Written,BE-pp,be,backed
Written,BE-pp,was,backward
Written,BE-pp,was,badged
Written,BE-pp,'re,baffled
Written,BE-pp,been,bailed
Written,BE-pp,be,baked
Written,BE-pp,was,baked
Written,BE-pp,be,balanced
Written,BE-pp,is,balanced
Written,BE-pp,be,balanced
Written,BE-pp,be,balanced
Written,BE-pp,being,bandied
Written,BE-pp,were,banished
Written,BE-pp,was,bankrolled
Written,BE-pp,was,bankrupted
Written,BE-pp,was,bankrupted
Written,BE-pp,been,banned
Written,BE-pp,been,banned
Written,BE-pp,were,banned
Written,BE-pp,been,banned
Written,BE-pp,is,banned
Written,BE-pp,was,banned
Written,BE-pp,been,banned
Written,BE-pp,be,banned
Written,BE-pp,was,banned
Written,BE-pp,be,banned
Written,BE-pp,is,banned
Written,BE-pp,are,banned
Written,BE-pp,was,banned
Written,BE-pp,were,banned
Written,BE-pp,was,banned
Written,BE-pp,been,banned
Written,BE-pp,be,banned
Written,BE-pp,be,banned
Written,BE-pp,'s,baptised
Written,BE-pp,is,bartered
Written,BE-pp,was,based
Written,BE-pp,is,based
Written,BE-pp,are,based
Written,BE-pp,is,based
Written,BE-pp,being,based
Written,BE-pp,be,based
Written,BE-pp,is,based
Written,BE-pp,are,based
Written,BE-pp,is,based
Written,BE-pp,am,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,are,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,are,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,been,based
Written,BE-pp,are,based
Written,BE-pp,are,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,are,based
Written,BE-pp,been,based
Written,BE-pp,is,based
Written,BE-pp,was,based
Written,BE-pp,are,based
Written,BE-pp,are,based
Written,BE-pp,are,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,are,based
Written,BE-pp,was,based
Written,BE-pp,is,based
Written,BE-pp,been,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,are,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,be,based
Written,BE-pp,is,based
Written,BE-pp,be,based
Written,BE-pp,were,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,being,based
Written,BE-pp,are,based
Written,BE-pp,was,based
Written,BE-pp,is,based
Written,BE-pp,was,based
Written,BE-pp,be,based
Written,BE-pp,are,based
Written,BE-pp,is,based
Written,BE-pp,was,based
Written,BE-pp,is,based
Written,BE-pp,being,based
Written,BE-pp,was,based
Written,BE-pp,are,based
Written,BE-pp,are,based
Written,BE-pp,are,based
Written,BE-pp,was,based
Written,BE-pp,be,based
Written,BE-pp,is,based
Written,BE-pp,been,based
Written,BE-pp,are,based
Written,BE-pp,are,based
Written,BE-pp,are,based
Written,BE-pp,be,based
Written,BE-pp,were,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,were,based
Written,BE-pp,is,based
Written,BE-pp,was,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,is,based
Written,BE-pp,was,based
Written,BE-pp,be,paid
Written,BE-pp,being,beamed
Written,BE-pp,being,beamed
Written,BE-pp,being,beaten
Written,BE-pp,was,beaten
Written,BE-pp,was,beaten
Written,BE-pp,was,beaten
Written,BE-pp,were,beaten
Written,BE-pp,been,beaten
Written,BE-pp,be,beaten
Written,BE-pp,were,beaten
Written,BE-pp,being,beaten
Written,BE-pp,was,beaten
Written,BE-pp,been,beaten
Written,BE-pp,are,beaten
Written,BE-pp,was,beaten
Written,BE-pp,was,beaten
Written,BE-pp,were,beaten
Written,BE-pp,was,beaten
Written,BE-pp,been,beaten
Written,BE-pp,was,beaten
Written,BE-pp,was,beaten
Written,BE-pp,be,become
Written,BE-pp,is,bedeviled
Written,BE-pp,'s,been
Written,BE-pp,'s,been
Written,BE-pp,been,employed
Written,BE-pp,'s,been
Written,BE-pp,'s,been
Written,BE-pp,been,held
Written,BE-pp,been,wrote
Written,BE-pp,was,beheaded
Written,BE-pp,is,beholden
Written,BE-pp,is,beholden
Written,BE-pp,is,beholden
Written,BE-pp,being,used
Written,BE-pp,being,researched
Written,BE-pp,being,taken
Written,BE-pp,being,used
Written,BE-pp,being,forced
Written,BE-pp,being,spied
Written,BE-pp,being,asked
Written,BE-pp,are,being
Written,BE-pp,being,marketed
Written,BE-pp,being,played
Written,BE-pp,being,equipped
Written,BE-pp,being,offered
Written,BE-pp,being,called
Written,BE-pp,being,eliminated
Written,BE-pp,being,carried
Written,BE-pp,being,verified
Written,BE-pp,being,smuggled
Written,BE-pp,being,driven
Written,BE-pp,being,offered
Written,BE-pp,being,considered
Written,BE-pp,being,used
Written,BE-pp,being,brought
Written,BE-pp,being,converted
Written,BE-pp,being,presented
Written,BE-pp,being,repeated
Written,BE-pp,being,perpetrated
Written,BE-pp,being,taught
Written,BE-pp,being,denied
Written,BE-pp,being,denied
Written,BE-pp,being,done
Written,BE-pp,being,lined
Written,BE-pp,being,turned
Written,BE-pp,being,discriminated
Written,BE-pp,being,pointed
Written,BE-pp,being,targeted
Written,BE-pp,being,used
Written,BE-pp,being,argued
Written,BE-pp,being,charged
Written,BE-pp,being,investigated
Written,BE-pp,being,funded
Written,BE-pp,being,looked
Written,BE-pp,being,bought
Written,BE-pp,being,sent
Written,BE-pp,being,touted
Written,BE-pp,being,made
Written,BE-pp,being,seen
Written,BE-pp,being,charged
Written,BE-pp,being,trained
Written,BE-pp,being,exceeded
Written,BE-pp,being,prosecuted
Written,BE-pp,being,held
Written,BE-pp,being,taken
Written,BE-pp,being,detoured
Written,BE-pp,being,managed
Written,BE-pp,being,targeted
Written,BE-pp,being,made
Written,BE-pp,being,filmed
Written,BE-pp,being,asked
Written,BE-pp,being,completed
Written,BE-pp,being,undertaken
Written,BE-pp,being,used
Written,BE-pp,being,taken
Written,BE-pp,being,exploited
Written,BE-pp,being,done
Written,BE-pp,being,done
Written,BE-pp,being,used
Written,BE-pp,being,filed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,are,believed
Written,BE-pp,was,believed
Written,BE-pp,are,believed
Written,BE-pp,is,believed
Written,BE-pp,'s,believed
Written,BE-pp,be,believed
Written,BE-pp,be,believed
Written,BE-pp,be,believed
Written,BE-pp,is,believed
Written,BE-pp,was,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,are,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,were,believed
Written,BE-pp,were,believed
Written,BE-pp,are,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,be,believed
Written,BE-pp,is,believed
Written,BE-pp,was,believed
Written,BE-pp,is,believed
Written,BE-pp,are,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,is,believed
Written,BE-pp,are,beloved
Written,BE-pp,was,belted
Written,BE-pp,was,bemused
Written,BE-pp,is,bent
Written,BE-pp,are,bent
Written,BE-pp,was,bent
Written,BE-pp,been,besieged
Written,BE-pp,are,best
Written,BE-pp,were,bestowed
Written,BE-pp,been,betrayed
Written,BE-pp,be,biased
Written,BE-pp,be,bifurcated
Written,BE-pp,'s,billed
Written,BE-pp,was,billed
Written,BE-pp,was,billed
Written,BE-pp,are,billed
Written,BE-pp,is,bitten
Written,BE-pp,were,blacked
Written,BE-pp,was,blacked
Written,BE-pp,be,blacklisted
Written,BE-pp,be,blacklisted
Written,BE-pp,be,blacklisted
Written,BE-pp,be,blacklisted
Written,BE-pp,be,blacklisted
Written,BE-pp,be,blacklisted
Written,BE-pp,be,blacklisted
Written,BE-pp,be,blacklisted
Written,BE-pp,be,blacklisted
Written,BE-pp,be,blacklisted
Written,BE-pp,be,blacklisted
Written,BE-pp,be,blacklisted
Written,BE-pp,be,blackmailed
Written,BE-pp,were,blamed
Written,BE-pp,be,blamed
Written,BE-pp,being,blamed
Written,BE-pp,being,blamed
Written,BE-pp,been,blamed
Written,BE-pp,were,blamed
Written,BE-pp,been,blamed
Written,BE-pp,were,blamed
Written,BE-pp,be,blamed
Written,BE-pp,is,blamed
Written,BE-pp,be,blamed
Written,BE-pp,be,blamed
Written,BE-pp,were,blamed
Written,BE-pp,were,blamed
Written,BE-pp,was,blamed
Written,BE-pp,be,blamed
Written,BE-pp,be,blamed
Written,BE-pp,be,blamed
Written,BE-pp,be,blamed
Written,BE-pp,been,blamed
Written,BE-pp,been,bleached
Written,BE-pp,be,blended
Written,BE-pp,is,blessed
Written,BE-pp,is,blessed
Written,BE-pp,is,blessed
Written,BE-pp,are,blessed
Written,BE-pp,are,blessed
Written,BE-pp,be,blessed
Written,BE-pp,is,blessed
Written,BE-pp,was,blessed
Written,BE-pp,been,blessed
Written,BE-pp,was,blinded
Written,BE-pp,was,blinded
Written,BE-pp,been,blinded
Written,BE-pp,be,blinded
Written,BE-pp,was,blocked
Written,BE-pp,is,blocked
Written,BE-pp,is,blocked
Written,BE-pp,being,blocked
Written,BE-pp,being,blocked
Written,BE-pp,being,blocked
Written,BE-pp,being,blocked
Written,BE-pp,was,blocked
Written,BE-pp,being,blocked
Written,BE-pp,being,blocked
Written,BE-pp,being,blocked
Written,BE-pp,being,blocked
Written,BE-pp,is,blocked
Written,BE-pp,be,blooded
Written,BE-pp,were,blown
Written,BE-pp,were,blown
Written,BE-pp,been,blown
Written,BE-pp,be,blown
Written,BE-pp,were,blown
Written,BE-pp,was,blown
Written,BE-pp,was,blown away
Written,BE-pp,been,bludgeoned
Written,BE-pp,are,blunted
Written,BE-pp,is,blurred
Written,BE-pp,is,blurred
Written,BE-pp,'s,board
Written,BE-pp,been,boarded
Written,BE-pp,was,boarded
Written,BE-pp,was,found
Written,BE-pp,was,discovered
Written,BE-pp,are,bogged
Written,BE-pp,is,boiled
Written,BE-pp,been,bolted
Written,BE-pp,was,bombed
Written,BE-pp,was,booed
Written,BE-pp,was,booed
Written,BE-pp,been,booked
Written,BE-pp,are,booked
Written,BE-pp,were,booked
Written,BE-pp,been,booked
Written,BE-pp,been,booked
Written,BE-pp,been,booked
Written,BE-pp,be,booked
Written,BE-pp,was,booked
Written,BE-pp,was,booked
Written,BE-pp,been,booked
Written,BE-pp,was,booked
Written,BE-pp,being,booked
Written,BE-pp,were,booked
Written,BE-pp,were,boosted
Written,BE-pp,was,boosted
Written,BE-pp,be,boosted
Written,BE-pp,was,booted
Written,BE-pp,was,bored
Written,BE-pp,be,born
Written,BE-pp,was,born
Written,BE-pp,are,born
Written,BE-pp,was,born
Written,BE-pp,were,born
Written,BE-pp,was,born
Written,BE-pp,was,born
Written,BE-pp,was,born
Written,BE-pp,was,born
Written,BE-pp,were,born
Written,BE-pp,be,borne
Written,BE-pp,is,borrowed
Written,BE-pp,was,borrowed
Written,BE-pp,be,bothered
Written,BE-pp,be,bothered
Written,BE-pp,be,bothered
Written,BE-pp,'s,bothered
Written,BE-pp,be,bothered
Written,BE-pp,be,bothered
Written,BE-pp,was,bothered
Written,BE-pp,be,bought
Written,BE-pp,are,bought
Written,BE-pp,was,bought
Written,BE-pp,being,bought
Written,BE-pp,being,bought
Written,BE-pp,being,bought
Written,BE-pp,are,bought
Written,BE-pp,are,bought
Written,BE-pp,be,bought
Written,BE-pp,was,bought
Written,BE-pp,was,bought
Written,BE-pp,been,bought
Written,BE-pp,being,bought
Written,BE-pp,was,bought
Written,BE-pp,was,bought
Written,BE-pp,was,bought
Written,BE-pp,was,bought
Written,BE-pp,been,boxed
Written,BE-pp,be,boxed
Written,BE-pp,being,brainwashed
Written,BE-pp,was,branded
