Register,PassiveType,Aux,PP,Sentiment
Written,BE-pp,is,kicked,0.0
Written,BE-pp,been,kicked,0.0
Written,BE-pp,be,kicked,0.0
Written,BE-pp,was,kicked,0.0
Written,BE-pp,was,kidnapped,0.0
Written,BE-pp,was,kidnapped,0.0
Written,BE-pp,been,kidnapped,0.0
Written,BE-pp,was,kidnapped,0.0
Written,BE-pp,being,kidnapped,0.0
Written,BE-pp,were,kidnapped,0.0
Written,BE-pp,were,kidnapped,0.0
Written,BE-pp,was,kidnapped,0.0
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,be,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,be,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,be,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,is,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,be,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,be,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,being,killed,-0.6705
Written,BE-pp,being,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,be,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,is,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,are,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,be,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,be,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,are,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,be,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,be,killed,-0.6705
Written,BE-pp,is,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,been,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,are,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,were,killed,-0.6705
Written,BE-pp,was,killed,-0.6705
Written,BE-pp,were,kindled,0.0
Written,BE-pp,is,kitted,0.0
Written,BE-pp,were,knocked,0.0
Written,BE-pp,was,knocked,0.0
Written,BE-pp,been,knocked,0.0
Written,BE-pp,being,knocked,0.0
Written,BE-pp,was,knocked,0.0
Written,BE-pp,be,knocked,0.0
Written,BE-pp,being,knocked,0.0
Written,BE-pp,was,knocked,0.0
Written,BE-pp,is,knocked,0.0
Written,BE-pp,was,knocked,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,'s,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,are,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,be,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,been,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,were,known,0.0
Written,BE-pp,were,known,0.0
Written,BE-pp,are,known,0.0
Written,BE-pp,were,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,were,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,been,known,0.0
Written,BE-pp,are,known,0.0
Written,BE-pp,are,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,are,known,0.0
Written,BE-pp,are,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,be,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,been,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,be,known,0.0
Written,BE-pp,are,known,0.0
Written,BE-pp,are,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,are,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,been,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,are,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,been,known,0.0
Written,BE-pp,be,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,are,known,0.0
Written,BE-pp,was,known,0.0
Written,BE-pp,were,known,0.0
Written,BE-pp,are,known,0.0
Written,BE-pp,is,known,0.0
Written,BE-pp,been,labeled,0.0
Written,BE-pp,be,labeled,0.0
Written,BE-pp,is,labeled,0.0
Written,BE-pp,be,labeled,0.0
Written,BE-pp,was,labeled,0.0
Written,BE-pp,was,labelled,0.0
Written,BE-pp,be,labelled,0.0
Written,BE-pp,is,labelled,0.0
Written,BE-pp,was,labelled,0.0
Written,BE-pp,been,labelled,0.0
Written,BE-pp,was,labelled,0.0
Written,BE-pp,being,labelled,0.0
Written,BE-pp,been,labelled,0.0
Written,BE-pp,be,labelled,0.0
Written,BE-pp,were,laid,0.0
Written,BE-pp,be,laid,0.0
Written,BE-pp,be,laid,0.0
Written,BE-pp,was,laid,0.0
Written,BE-pp,was,laid,0.0
Written,BE-pp,were,laid,0.0
Written,BE-pp,is,laid,0.0
Written,BE-pp,was,laid,0.0
Written,BE-pp,was,laid,0.0
Written,BE-pp,was,laid,0.0
Written,BE-pp,be,laid,0.0
Written,BE-pp,are,laid,0.0
Written,BE-pp,be,laid,0.0
Written,BE-pp,been,laid,0.0
Written,BE-pp,was,laid,0.0
Written,BE-pp,was,laid off,0.0
Written,BE-pp,was,laid off,0.0
Written,BE-pp,was,lampooned,0.0
Written,BE-pp,'s,landscaped,0.0
Written,BE-pp,is,larded,0.0
Written,BE-pp,'s,largest,0.0
Written,BE-pp,was,lasted,0.0
Written,BE-pp,was,lauded,0.0
Written,BE-pp,were,laughed,0.4588
Written,BE-pp,being,laughed,0.4588
Written,BE-pp,were,laughed,0.4588
Written,BE-pp,was,launched,0.128
Written,BE-pp,was,launched,0.128
Written,BE-pp,was,launched,0.128
Written,BE-pp,be,launched,0.128
Written,BE-pp,being,launched,0.128
Written,BE-pp,being,launched,0.128
Written,BE-pp,been,launched,0.128
Written,BE-pp,be,launched,0.128
Written,BE-pp,been,launched,0.128
Written,BE-pp,be,launched,0.128
Written,BE-pp,be,launched,0.128
Written,BE-pp,be,launched,0.128
Written,BE-pp,been,launched,0.128
Written,BE-pp,are,launched,0.128
Written,BE-pp,be,launched,0.128
Written,BE-pp,are,launched,0.128
Written,BE-pp,was,launched,0.128
Written,BE-pp,was,launched,0.128
Written,BE-pp,was,launched,0.128
Written,BE-pp,been,launched,0.128
Written,BE-pp,was,launched,0.128
Written,BE-pp,be,launched,0.128
Written,BE-pp,was,launched,0.128
Written,BE-pp,was,launched,0.128
Written,BE-pp,was,launched,0.128
Written,BE-pp,been,launched,0.128
Written,BE-pp,be,launched,0.128
Written,BE-pp,been,launched,0.128
Written,BE-pp,was,launched,0.128
Written,BE-pp,were,launched,0.128
Written,BE-pp,been,launched,0.128
Written,BE-pp,are,layered,0.0
Written,BE-pp,been,leaked,-0.3182
Written,BE-pp,been,leaked,-0.3182
Written,BE-pp,were,leaked,-0.3182
Written,BE-pp,be,learned,0.0
Written,BE-pp,be,learned,0.0
Written,BE-pp,be,learned,0.0
Written,BE-pp,was,learned,0.0
Written,BE-pp,is,learnt,0.0
Written,BE-pp,is,learnt,0.0
Written,BE-pp,is,leased,0.0
Written,BE-pp,are,leased,0.0
Written,BE-pp,were,leavened,0.0
Written,BE-pp,was,led,0.0
Written,BE-pp,be,led,0.0
Written,BE-pp,was,led,0.0
Written,BE-pp,was,led,0.0
Written,BE-pp,be,led,0.0
Written,BE-pp,been,led,0.0
Written,BE-pp,be,led,0.0
Written,BE-pp,be,led,0.0
Written,BE-pp,were,led,0.0
Written,BE-pp,is,led,0.0
Written,BE-pp,be,led,0.0
Written,BE-pp,was,led,0.0
Written,BE-pp,be,led,0.0
Written,BE-pp,was,led,0.0
Written,BE-pp,is,led,0.0
Written,BE-pp,were,led,0.0
Written,BE-pp,is,led,0.0
Written,BE-pp,be,led,0.0
Written,BE-pp,was,led,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,been,left,0.0
Written,BE-pp,are,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,be,left,0.0
Written,BE-pp,is,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,be,left,0.0
Written,BE-pp,is,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,is,left,0.0
Written,BE-pp,be,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,are,left,0.0
Written,BE-pp,be,left,0.0
Written,BE-pp,been,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,been,left,0.0
Written,BE-pp,is,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,been,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,be,left,0.0
Written,BE-pp,be,left,0.0
Written,BE-pp,being,left,0.0
Written,BE-pp,are,left,0.0
Written,BE-pp,been,left,0.0
Written,BE-pp,been,left,0.0
Written,BE-pp,be,left,0.0
Written,BE-pp,been,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,are,left,0.0
Written,BE-pp,been,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,being,left,0.0
Written,BE-pp,are,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,is,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,is,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,be,left,0.0
Written,BE-pp,been,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,is,left,0.0
Written,BE-pp,being,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,are,left,0.0
Written,BE-pp,be,left,0.0
Written,BE-pp,been,left,0.0
Written,BE-pp,be,left,0.0
Written,BE-pp,been,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,being,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,been,left,0.0
Written,BE-pp,were,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,was,left,0.0
Written,BE-pp,be,left,0.0
Written,BE-pp,be,legalised,0.0
Written,BE-pp,are,legislated,0.0
Written,BE-pp,be,lengthened,0.0
Written,BE-pp,was,lent,0.0
Written,BE-pp,was,lessened,0.0
Written,BE-pp,are,let,0.0
Written,BE-pp,being,let,0.0
Written,BE-pp,was,let,0.0
Written,BE-pp,been,levelled,0.0
Written,BE-pp,be,leveraged,0.0
Written,BE-pp,is,levied,0.0
Written,BE-pp,be,liberated,0.0
Written,BE-pp,be,licenced,0.0
Written,BE-pp,is,licensed,0.0
Written,BE-pp,be,licensed,0.0
Written,BE-pp,be,licensed,0.0
Written,BE-pp,be,licensed,0.0
Written,BE-pp,is,set,0.0
Written,BE-pp,was,lifted,0.0
Written,BE-pp,been,lifted,0.0
Written,BE-pp,were,lifted,0.0
Written,BE-pp,was,lifted,0.0
Written,BE-pp,were,lightened,0.0
Written,BE-pp,be,lighthearted,0.4215
Written,BE-pp,be,liked,0.4215
Written,BE-pp,are,liked,0.4215
Written,BE-pp,be,liked,0.4215
Written,BE-pp,be,likened,0.0
Written,BE-pp,be,likened,0.0
Written,BE-pp,were,likened,0.0
Written,BE-pp,are,limited,-0.2263
Written,BE-pp,be,limited,-0.2263
Written,BE-pp,be,limited,-0.2263
Written,BE-pp,is,limited,-0.2263
Written,BE-pp,was,limited,-0.2263
Written,BE-pp,be,limited,-0.2263
Written,BE-pp,is,limited,-0.2263
Written,BE-pp,be,limited,-0.2263
Written,BE-pp,are,limited,-0.2263
Written,BE-pp,were,limited,-0.2263
Written,BE-pp,are,limited,-0.2263
Written,BE-pp,are,limited,-0.2263
Written,BE-pp,is,limited,-0.2263
Written,BE-pp,is,limited,-0.2263
Written,BE-pp,be,limited,-0.2263
Written,BE-pp,be,limited,-0.2263
Written,BE-pp,is,limited,-0.2263
Written,BE-pp,were,limited,-0.2263
Written,BE-pp,was,limited,-0.2263
Written,BE-pp,be,limited,-0.2263
Written,BE-pp,was,limited,-0.2263
Written,BE-pp,be,limited,-0.2263
Written,BE-pp,are,limited,-0.2263
Written,BE-pp,was,limited,-0.2263
Written,BE-pp,was,limited,-0.2263
Written,BE-pp,are,lined,0.0
Written,BE-pp,being,lined,0.0
Written,BE-pp,is,lined,0.0
Written,BE-pp,is,lined,0.0
Written,BE-pp,been,lined,0.0
Written,BE-pp,been,linked,0.0
Written,BE-pp,are,linked,0.0
Written,BE-pp,been,linked,0.0
Written,BE-pp,been,linked,0.0
Written,BE-pp,is,linked,0.0
Written,BE-pp,be,linked,0.0
Written,BE-pp,were,linked,0.0
Written,BE-pp,are,linked,0.0
Written,BE-pp,is,linked,0.0
Written,BE-pp,been,linked,0.0
Written,BE-pp,be,linked,0.0
Written,BE-pp,is,linked,0.0
Written,BE-pp,are,linked,0.0
Written,BE-pp,been,linked,0.0
Written,BE-pp,was,linked,0.0
Written,BE-pp,been,linked,0.0
Written,BE-pp,was,linked,0.0
Written,BE-pp,is,linked,0.0
Written,BE-pp,was,linked,0.0
Written,BE-pp,be,linked,0.0
Written,BE-pp,been,linked,0.0
Written,BE-pp,be,linked,0.0
Written,BE-pp,are,linked,0.0
Written,BE-pp,been,linked,0.0
Written,BE-pp,been,linked,0.0
Written,BE-pp,was,linked,0.0
Written,BE-pp,is,linked,0.0
Written,BE-pp,are,linked,0.0
Written,BE-pp,been,linked,0.0
Written,BE-pp,is,linked,0.0
Written,BE-pp,is,linked,0.0
Written,BE-pp,been,linked,0.0
Written,BE-pp,be,linked,0.0
Written,BE-pp,being,linked,0.0
Written,BE-pp,be,linked,0.0
Written,BE-pp,was,linked,0.0
Written,BE-pp,been,linked,0.0
Written,BE-pp,are,linked,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,were,listed,0.0
Written,BE-pp,is,listed,0.0
Written,BE-pp,is,listed,0.0
Written,BE-pp,was,listed,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,be,listed,0.0
Written,BE-pp,was,listed,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,been,listed,0.0
Written,BE-pp,was,listed,0.0
Written,BE-pp,be,listed,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,was,listed,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,is,listed,0.0
Written,BE-pp,be,listed,0.0
Written,BE-pp,was,listed,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,was,listed,0.0
Written,BE-pp,was,listed,0.0
Written,BE-pp,are,listed,0.0
Written,BE-pp,been,listened,0.0
Written,BE-pp,been,listened,0.0
Written,BE-pp,being,listened,0.0
Written,BE-pp,being,listened,0.0
Written,BE-pp,being,listened,0.0
Written,BE-pp,being,listened,0.0
Written,BE-pp,be,lit,0.0
Written,BE-pp,are,littered,0.0
Written,BE-pp,is,littered,0.0
Written,BE-pp,are,littered,0.0
Written,BE-pp,is,littered,0.0
Written,BE-pp,be,littered,0.0
Written,BE-pp,were,littered,0.0
Written,BE-pp,are,lived,0.0
Written,BE-pp,be,loaded,0.0
Written,BE-pp,were,loaded,0.0
Written,BE-pp,be,loaded,0.0
Written,BE-pp,were,lobbed,0.0
Written,BE-pp,been,localised,0.0
Written,BE-pp,are,localized,0.0
Written,BE-pp,are,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,are,located,0.0
Written,BE-pp,are,located,0.0
Written,BE-pp,are,located,0.0
Written,BE-pp,be,located,0.0
Written,BE-pp,are,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,be,located,0.0
Written,BE-pp,were,located,0.0
Written,BE-pp,be,located,0.0
Written,BE-pp,are,located,0.0
Written,BE-pp,are,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,be,located,0.0
Written,BE-pp,be,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,are,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,be,located,0.0
Written,BE-pp,are,located,0.0
Written,BE-pp,are,located,0.0
Written,BE-pp,are,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,located,0.0
Written,BE-pp,is,locked,0.0
Written,BE-pp,be,locked,0.0
Written,BE-pp,were,locked,0.0
Written,BE-pp,be,locked,0.0
Written,BE-pp,were,locked,0.0
Written,BE-pp,are,locked,0.0
Written,BE-pp,were,locked,0.0
Written,BE-pp,being,locked,0.0
Written,BE-pp,are,locked,0.0
Written,BE-pp,is,locked,0.0
Written,BE-pp,are,locked,0.0
Written,BE-pp,was,locked,0.0
Written,BE-pp,was,locked,0.0
Written,BE-pp,is,locked,0.0
Written,BE-pp,be,locked,0.0
Written,BE-pp,were,lodged,0.0
Written,BE-pp,was,lodged,0.0
Written,BE-pp,was,lodged,0.0
Written,BE-pp,were,lodged,0.0
Written,BE-pp,was,lodged,0.0
Written,BE-pp,is,lodged,0.0
Written,BE-pp,was,lodged,0.0
Written,BE-pp,is,lofted,0.0
Written,BE-pp,is,logged,0.0
Written,BE-pp,am,looked,0.0
Written,BE-pp,is,looked,0.0
Written,BE-pp,is,looked,0.0
Written,BE-pp,be,looked,0.0
Written,BE-pp,are,looked,0.0
Written,BE-pp,be,looked,0.0
Written,BE-pp,being,looked,0.0
Written,BE-pp,are,looked,0.0
Written,BE-pp,be,looked,0.0
Written,BE-pp,be,looked,0.0
Written,BE-pp,is,looked,0.0
Written,BE-pp,Being,looked,0.0
Written,BE-pp,were,lost,-0.3182
Written,BE-pp,was,lost,-0.3182
Written,BE-pp,was,lost,-0.3182
Written,BE-pp,be,lost,-0.3182
Written,BE-pp,were,lost,-0.3182
Written,BE-pp,be,lost,-0.3182
Written,BE-pp,are,lost,-0.3182
Written,BE-pp,was,lost,-0.3182
Written,BE-pp,being,lost,-0.3182
Written,BE-pp,is,lost,-0.3182
Written,BE-pp,are,lost,-0.3182
Written,BE-pp,are,lost,-0.3182
Written,BE-pp,be,lost,-0.3182
Written,BE-pp,been,lost,-0.3182
Written,BE-pp,been,lost,-0.3182
Written,BE-pp,been,lost,-0.3182
Written,BE-pp,were,lost,-0.3182
Written,BE-pp,being,lost,-0.3182
Written,BE-pp,was,lost,-0.3182
Written,BE-pp,being,lost,-0.3182
Written,BE-pp,being,lost,-0.3182
Written,BE-pp,been,lost,-0.3182
Written,BE-pp,be,lost,-0.3182
Written,BE-pp,been,lost,-0.3182
Written,BE-pp,been,lost,-0.3182
Written,BE-pp,be,loved,0.5994
Written,BE-pp,are,loved,0.5994
Written,BE-pp,are,loved,0.5994
Written,BE-pp,was,loved,0.5994
Written,BE-pp,'s,loved,0.5994
Written,BE-pp,be,loved,0.5994
Written,BE-pp,was,loved,0.5994
Written,BE-pp,are,loved,0.5994
Written,BE-pp,was,loved,0.5994
Written,BE-pp,being,loved,0.5994
Written,BE-pp,are,lowered,-0.128
Written,BE-pp,being,lowered,-0.128
Written,BE-pp,being,lowered,-0.128
Written,BE-pp,being,lowered,-0.128
Written,BE-pp,being,lumped,0.0
Written,BE-pp,was,lured,0.0
Written,BE-pp,being,lured,0.0
Written,BE-pp,being,lured,0.0
Written,BE-pp,been,lured,0.0
Written,BE-pp,was,lured,0.0
Written,BE-pp,being,lynched,0.0
Written,BE-pp,are,made,0.0
Written,BE-pp,were,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,are,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,were,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,being,made,0.0
Written,BE-pp,being,made,0.0
Written,BE-pp,were,made,0.0
Written,BE-pp,being,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,being,made,0.0
Written,BE-pp,being,made,0.0
Written,BE-pp,are,made,0.0
Written,BE-pp,are,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,are,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,were,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,were,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,are,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,were,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,are,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,are,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,are,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,were,made,0.0
Written,BE-pp,were,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,are,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,being,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,being,made,0.0
Written,BE-pp,being,made,0.0
Written,BE-pp,were,made,0.0
Written,BE-pp,being,made,0.0
Written,BE-pp,are,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,are,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,being,made,0.0
Written,BE-pp,being,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,was,made,0.0
Written,BE-pp,being,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,been,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,be,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,is,made,0.0
Written,BE-pp,is,made,0.0
