Register,PassiveType,Aux,PP,Sentiment
Written,BE-pp,been,thanked,0.4404
Written,BE-pp,been,thanked,0.4404
Written,BE-pp,was,then,0.0
Written,BE-pp,were,then,0.0
Written,BE-pp,are,then,0.0
Written,BE-pp,is,then,0.0
Written,BE-pp,was,then,0.0
Written,BE-pp,are,these,0.0
Written,BE-pp,is,washed,0.0
Written,BE-pp,are,thought,0.0
Written,BE-pp,was,thought,0.0
Written,BE-pp,are,thought,0.0
Written,BE-pp,is,thought,0.0
Written,BE-pp,is,thought,0.0
Written,BE-pp,are,thought,0.0
Written,BE-pp,is,thought,0.0
Written,BE-pp,been,thought,0.0
Written,BE-pp,are,thought,0.0
Written,BE-pp,is,thought,0.0
Written,BE-pp,been,thought,0.0
Written,BE-pp,are,thought,0.0
Written,BE-pp,are,thought,0.0
Written,BE-pp,are,thought,0.0
Written,BE-pp,are,thought,0.0
Written,BE-pp,were,thought,0.0
Written,BE-pp,is,thought,0.0
Written,BE-pp,is,thought,0.0
Written,BE-pp,is,thought,0.0
Written,BE-pp,are,thought,0.0
Written,BE-pp,been,thought,0.0
Written,BE-pp,is,thought,0.0
Written,BE-pp,being,thrashed,0.0
Written,BE-pp,be,threatened,-0.4588
Written,BE-pp,be,threatened,-0.4588
Written,BE-pp,being,threatened,-0.4588
Written,BE-pp,being,threatened,-0.4588
Written,BE-pp,being,threatened,-0.4588
Written,BE-pp,is,threatened,-0.4588
Written,BE-pp,was,threatened,-0.4588
Written,BE-pp,being,threatened,-0.4588
Written,BE-pp,being,threatened,-0.4588
Written,BE-pp,is,threatened,-0.4588
Written,BE-pp,being,threatened,-0.4588
Written,BE-pp,being,threatened,-0.4588
Written,BE-pp,are,threatened,-0.4588
Written,BE-pp,was,threatened,-0.4588
Written,BE-pp,were,threatened,-0.4588
Written,BE-pp,are,thrilled,0.4404
Written,BE-pp,was,thrilled,0.4404
Written,BE-pp,is,thrilled,0.4404
Written,BE-pp,is,thrilled,0.4404
Written,BE-pp,was,thrilled,0.4404
Written,BE-pp,'s,thrilled,0.4404
Written,BE-pp,'s,thrilled,0.4404
Written,BE-pp,was,thrilled,0.4404
Written,BE-pp,am,thrilled,0.4404
Written,BE-pp,am,thrilled,0.4404
Written,BE-pp,is,thrilled,0.4404
Written,BE-pp,was,thrilled,0.4404
Written,BE-pp,was,thrilled,0.4404
Written,BE-pp,are,thrilled,0.4404
Written,BE-pp,are,thrilled,0.4404
Written,BE-pp,been,thrown,0.0
Written,BE-pp,was,thrown,0.0
Written,BE-pp,was,thrown,0.0
Written,BE-pp,being,thrown,0.0
Written,BE-pp,been,thrown,0.0
Written,BE-pp,was,thrown,0.0
Written,BE-pp,be,thrown,0.0
Written,BE-pp,was,thrown,0.0
Written,BE-pp,was,thrown,0.0
Written,BE-pp,were,thrown,0.0
Written,BE-pp,was,thrown,0.0
Written,BE-pp,was,thrown,0.0
Written,BE-pp,were,thumped,0.0
Written,BE-pp,was,tied,0.0
Written,BE-pp,was,tied,0.0
Written,BE-pp,were,tied,0.0
Written,BE-pp,are,tied,0.0
Written,BE-pp,is,tied,0.0
Written,BE-pp,were,tied,0.0
Written,BE-pp,were,tied,0.0
Written,BE-pp,is,tied,0.0
Written,BE-pp,are,tied,0.0
Written,BE-pp,was,tied,0.0
Written,BE-pp,was,tied,0.0
Written,BE-pp,are,tilted,0.0
Written,BE-pp,been,tinged,0.0
Written,BE-pp,be,tinged,0.0
Written,BE-pp,was,tinged,0.0
Written,BE-pp,is,tipped,0.0
Written,BE-pp,are,tired,-0.4404
Written,BE-pp,was,tired,-0.4404
Written,BE-pp,was,toasted,0.0
Written,BE-pp,'s,token,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,are,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,is,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,being,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,is,told,0.0
Written,BE-pp,is,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,being,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,are,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,is,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,are,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,'re,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,being,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,are,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,being,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,being,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,be,told,0.0
Written,BE-pp,was,told,0.0
Written,BE-pp,were,told,0.0
Written,BE-pp,been,told,0.0
Written,BE-pp,is,told,0.0
Written,BE-pp,is,toned,0.0
Written,BE-pp,was,topped,0.0
Written,BE-pp,was,torched,0.0
Written,BE-pp,was,torn,-0.25
Written,BE-pp,be,torn,-0.25
Written,BE-pp,being,torn,-0.25
Written,BE-pp,being,torn,-0.25
Written,BE-pp,be,torn,-0.25
Written,BE-pp,been,torn,-0.25
Written,BE-pp,are,tossed,0.0
Written,BE-pp,was,tossed,0.0
Written,BE-pp,were,totted,0.0
Written,BE-pp,been,touched,0.0
Written,BE-pp,was,touched,0.0
Written,BE-pp,were,touted,-0.0516
Written,BE-pp,was,touted,-0.0516
Written,BE-pp,being,touted,-0.0516
Written,BE-pp,being,touted,-0.0516
Written,BE-pp,being,touted,-0.0516
Written,BE-pp,is,touted,-0.0516
Written,BE-pp,been,touted,-0.0516
Written,BE-pp,been,touted,-0.0516
Written,BE-pp,be,towed,0.0
Written,BE-pp,were,towed,0.0
Written,BE-pp,be,traced,0.0
Written,BE-pp,be,traced,0.0
Written,BE-pp,were,traced,0.0
Written,BE-pp,were,traced,0.0
Written,BE-pp,been,traced,0.0
Written,BE-pp,be,traced,0.0
Written,BE-pp,be,traced,0.0
Written,BE-pp,be,traced,0.0
Written,BE-pp,be,traced,0.0
Written,BE-pp,be,traced,0.0
Written,BE-pp,been,traced,0.0
Written,BE-pp,be,traced,0.0
Written,BE-pp,be,traced,0.0
Written,BE-pp,be,traced,0.0
Written,BE-pp,be,traced,0.0
Written,BE-pp,been,traced,0.0
Written,BE-pp,be,traced,0.0
Written,BE-pp,be,tracked,0.0
Written,BE-pp,be,tracked,0.0
Written,BE-pp,was,tracked,0.0
Written,BE-pp,were,tracked,0.0
Written,BE-pp,were,tracked,0.0
Written,BE-pp,were,tracked,0.0
Written,BE-pp,be,traded,0.0
Written,BE-pp,be,traded,0.0
Written,BE-pp,be,traded,0.0
Written,BE-pp,be,traded,0.0
Written,BE-pp,were,trailed,0.0
Written,BE-pp,were,trailed,0.0
Written,BE-pp,is,trained,0.0
Written,BE-pp,be,trained,0.0
Written,BE-pp,be,trained,0.0
Written,BE-pp,be,trained,0.0
Written,BE-pp,is,trained,0.0
Written,BE-pp,was,trained,0.0
Written,BE-pp,is,trained,0.0
Written,BE-pp,are,trained,0.0
Written,BE-pp,be,trained,0.0
Written,BE-pp,been,trained,0.0
Written,BE-pp,be,trained,0.0
Written,BE-pp,was,trained,0.0
Written,BE-pp,is,trained,0.0
Written,BE-pp,being,trained,0.0
Written,BE-pp,are,trained,0.0
Written,BE-pp,are,trained,0.0
Written,BE-pp,is,trained,0.0
Written,BE-pp,are,transferred,0.0
Written,BE-pp,being,transferred,0.0
Written,BE-pp,been,transferred,0.0
Written,BE-pp,was,transferred,0.0
Written,BE-pp,been,transferred,0.0
Written,BE-pp,been,transferred,0.0
Written,BE-pp,been,transferred,0.0
Written,BE-pp,be,transferred,0.0
Written,BE-pp,be,transferred,0.0
Written,BE-pp,were,transferred,0.0
Written,BE-pp,being,transferred,0.0
Written,BE-pp,be,transferred,0.0
Written,BE-pp,was,transferred,0.0
Written,BE-pp,been,transferred,0.0
Written,BE-pp,be,transformed,0.0
Written,BE-pp,are,transformed,0.0
Written,BE-pp,being,transformed,0.0
Written,BE-pp,being,transformed,0.0
Written,BE-pp,be,transformed,0.0
Written,BE-pp,been,transformed,0.0
Written,BE-pp,are,translated,0.0
Written,BE-pp,been,translated,0.0
Written,BE-pp,be,translated,0.0
Written,BE-pp,be,translated,0.0
Written,BE-pp,be,translated,0.0
Written,BE-pp,be,translated,0.0
Written,BE-pp,been,translated,0.0
Written,BE-pp,been,translated,0.0
Written,BE-pp,been,translated,0.0
Written,BE-pp,be,translated,0.0
Written,BE-pp,be,translated,0.0
Written,BE-pp,are,transmitted,0.0
Written,BE-pp,be,transmitted,0.0
Written,BE-pp,is,transmitted,0.0
Written,BE-pp,is,transmitted,0.0
Written,BE-pp,was,transmitted,0.0
Written,BE-pp,be,transported,0.0
Written,BE-pp,being,transported,0.0
Written,BE-pp,be,transported,0.0
Written,BE-pp,was,transported,0.0
Written,BE-pp,was,transported,0.0
Written,BE-pp,was,transported,0.0
Written,BE-pp,be,transported,0.0
Written,BE-pp,be,transported,0.0
Written,BE-pp,were,transported,0.0
Written,BE-pp,be,transported,0.0
Written,BE-pp,are,transported,0.0
Written,BE-pp,being,transported,0.0
Written,BE-pp,be,transported,0.0
Written,BE-pp,is,transported,0.0
Written,BE-pp,being,transported,0.0
Written,BE-pp,are,trapped,-0.5267
Written,BE-pp,are,trapped,-0.5267
Written,BE-pp,were,trapped,-0.5267
Written,BE-pp,was,trapped,-0.5267
Written,BE-pp,been,trapped,-0.5267
Written,BE-pp,been,traumatized,-0.4019
Written,BE-pp,be,travelled,0.0
Written,BE-pp,being,treated,0.0
Written,BE-pp,being,treated,0.0
Written,BE-pp,are,treated,0.0
Written,BE-pp,are,treated,0.0
Written,BE-pp,is,treated,0.0
Written,BE-pp,be,treated,0.0
Written,BE-pp,be,treated,0.0
Written,BE-pp,be,treated,0.0
Written,BE-pp,were,treated,0.0
Written,BE-pp,are,treated,0.0
Written,BE-pp,be,treated,0.0
Written,BE-pp,be,treated,0.0
Written,BE-pp,was,treated,0.0
Written,BE-pp,was,treated,0.0
Written,BE-pp,were,treated,0.0
Written,BE-pp,was,treated,0.0
Written,BE-pp,was,treated,0.0
Written,BE-pp,be,treated,0.0
Written,BE-pp,being,treated,0.0
Written,BE-pp,be,treated,0.0
Written,BE-pp,being,treated,0.0
Written,BE-pp,being,treated,0.0
Written,BE-pp,be,treated,0.0
Written,BE-pp,be,treated,0.0
Written,BE-pp,be,treated,0.0
Written,BE-pp,was,treated,0.0
Written,BE-pp,was,treated,0.0
Written,BE-pp,are,treated,0.0
Written,BE-pp,was,treated,0.0
Written,BE-pp,be,treated,0.0
Written,BE-pp,being,treated,0.0
Written,BE-pp,being,treated,0.0
Written,BE-pp,be,treated,0.0
Written,BE-pp,were,trialled,0.0
Written,BE-pp,being,tricked,-0.1531
Written,BE-pp,being,tricked,-0.1531
Written,BE-pp,was,tricked,-0.1531
Written,BE-pp,been,tricked,-0.1531
Written,BE-pp,be,tried,0.0
Written,BE-pp,be,tried,0.0
Written,BE-pp,been,tried,0.0
Written,BE-pp,been,tried,0.0
Written,BE-pp,is,tried,0.0
Written,BE-pp,be,tried,0.0
Written,BE-pp,be,tried,0.0
Written,BE-pp,be,tried,0.0
Written,BE-pp,been,tried,0.0
Written,BE-pp,been,tried,0.0
Written,BE-pp,been,tried,0.0
Written,BE-pp,be,tried,0.0
Written,BE-pp,be,triggered,0.0
Written,BE-pp,was,triggered,0.0
Written,BE-pp,were,triggered,0.0
Written,BE-pp,were,triggered,0.0
Written,BE-pp,were,triggered,0.0
Written,BE-pp,be,triggered,0.0
Written,BE-pp,was,triggered,0.0
Written,BE-pp,be,troubled,-0.4588
Written,BE-pp,be,trusted,0.4767
Written,BE-pp,be,trusted,0.4767
Written,BE-pp,be,trusted,0.4767
Written,BE-pp,be,trusted,0.4767
Written,BE-pp,be,trusted,0.4767
Written,BE-pp,be,trusted,0.4767
Written,BE-pp,is,tucked,0.0
Written,BE-pp,is,tuned,0.0
Written,BE-pp,are,tuned,0.0
Written,BE-pp,were,turned,0.0
Written,BE-pp,are,turned,0.0
Written,BE-pp,been,turned,0.0
Written,BE-pp,be,turned,0.0
Written,BE-pp,were,turned,0.0
Written,BE-pp,be,turned,0.0
Written,BE-pp,was,turned,0.0
Written,BE-pp,are,turned,0.0
Written,BE-pp,being,turned,0.0
Written,BE-pp,was,turned,0.0
Written,BE-pp,been,turned,0.0
Written,BE-pp,were,turned,0.0
Written,BE-pp,be,turned,0.0
Written,BE-pp,being,turned,0.0
Written,BE-pp,being,turned,0.0
Written,BE-pp,was,turned,0.0
Written,BE-pp,been,turned,0.0
Written,BE-pp,was,turned,0.0
Written,BE-pp,be,turned,0.0
Written,BE-pp,being,turned,0.0
Written,BE-pp,being,turned,0.0
Written,BE-pp,be,turned,0.0
Written,BE-pp,was,turned down,0.0
Written,BE-pp,was,turned down,0.0
Written,BE-pp,was,turnt,0.0
Written,BE-pp,are,unaccompanied,0.0
Written,BE-pp,are,unaffected,0.0
Written,BE-pp,be,unarmed,0.0
Written,BE-pp,are,unbeaten,0.0
Written,BE-pp,are,unbeaten,0.0
Written,BE-pp,be,unbiased,-0.0258
Written,BE-pp,are,unburdened,0.0
Written,BE-pp,is,uncomplicated,0.0
Written,BE-pp,are,uncomplicated,0.0
Written,BE-pp,be,unconcerned,-0.2263
Written,BE-pp,is,unconnected,0.0
Written,BE-pp,are,uncontrolled,-0.25
Written,BE-pp,been,uncovered,0.0
Written,BE-pp,been,uncovered,0.0
Written,BE-pp,been,uncovered,0.0
Written,BE-pp,been,uncovered,0.0
Written,BE-pp,was,undamaged,0.0
Written,BE-pp,is,underbanked,0.0
Written,BE-pp,be,underestimated,-0.2732
Written,BE-pp,is,underexploited,0.0
Written,BE-pp,be,underfunded,0.0
Written,BE-pp,was,underlined,0.0
Written,BE-pp,been,undermined,-0.3612
Written,BE-pp,were,undernourished,0.0
Written,BE-pp,were,underpinned,0.0
Written,BE-pp,is,underpinned,0.0
Written,BE-pp,is,underpinned,0.0
Written,BE-pp,are,underrepresented,0.0
Written,BE-pp,is,underscored,0.0
Written,BE-pp,is,underscored,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,are,understood,0.0
Written,BE-pp,be,understood,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,be,understood,0.0
Written,BE-pp,be,understood,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,be,understood,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,being,understood,0.0
Written,BE-pp,being,understood,0.0
Written,BE-pp,was,understood,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,is,understood,0.0
Written,BE-pp,'s,understood,0.0
Written,BE-pp,is,understudied,0.0
Written,BE-pp,being,undertaken,0.0
Written,BE-pp,been,undertaken,0.0
Written,BE-pp,be,undertaken,0.0
Written,BE-pp,are,undertaken,0.0
Written,BE-pp,be,undertaken,0.0
Written,BE-pp,was,undertaken,0.0
Written,BE-pp,was,undertaken,0.0
Written,BE-pp,was,undertaken,0.0
Written,BE-pp,is,undertaken,0.0
Written,BE-pp,being,undertaken,0.0
Written,BE-pp,being,undertaken,0.0
Written,BE-pp,are,undervalued,0.0
Written,BE-pp,is,undervalued,0.0
Written,BE-pp,was,undetered,0.0
Written,BE-pp,was,undeterred,0.0
Written,BE-pp,are,undeveloped,0.0
Written,BE-pp,is,undocumented,0.0
Written,BE-pp,been,unearthed,0.0
Written,BE-pp,been,unemployed,0.0
Written,BE-pp,been,unemployed,0.0
Written,BE-pp,be,unemployed,0.0
Written,BE-pp,are,unemployed,0.0
Written,BE-pp,been,unemployed,0.0
Written,BE-pp,be,unemployed,0.0
Written,BE-pp,were,unemployed,0.0
Written,BE-pp,is,unemployed,0.0
Written,BE-pp,were,unexpected,0.0
Written,BE-pp,being,unexpected,0.0
Written,BE-pp,are,unfounded,0.0
Written,BE-pp,was,unglued,0.0
Written,BE-pp,was,unharmed,0.0
Written,BE-pp,are,unheard,0.0
Written,BE-pp,is,unheard,0.0
Written,BE-pp,being,unimpressed,-0.34
Written,BE-pp,were,unimpressed,-0.34
Written,BE-pp,are,uninsured,0.0
Written,BE-pp,are,uninsured,0.0
Written,BE-pp,be,unionized,0.0
Written,BE-pp,be,suited,0.0
Written,BE-pp,are,united,0.4215
Written,BE-pp,is,united,0.4215
Written,BE-pp,are,united,0.4215
Written,BE-pp,be,united,0.4215
Written,BE-pp,was,united,0.4215
Written,BE-pp,are,united,0.4215
Written,BE-pp,is,unknown,0.0
Written,BE-pp,is,unknown,0.0
Written,BE-pp,'s,unknown,0.0
Written,BE-pp,are,unknown,0.0
Written,BE-pp,is,unknown,0.0
Written,BE-pp,be,unlocked,0.0
Written,BE-pp,was,unlocked,0.0
Written,BE-pp,were,unlocked,0.0
Written,BE-pp,being,unmoved,0.0
Written,BE-pp,be,unnoticed,0.0
Written,BE-pp,be,unpacked,0.0
Written,BE-pp,was,unparalleled,0.0
Written,BE-pp,is,unperturbed,0.0
Written,BE-pp,is,unprecedented,0.0
Written,BE-pp,were,unprecedented,0.0
Written,BE-pp,was,unprecedented,0.0
Written,BE-pp,'s,unprecedented,0.0
Written,BE-pp,is,unproven,0.0
Written,BE-pp,are,unregulated,0.0
Written,BE-pp,were,unsatisfied,-0.4019
Written,BE-pp,been,untouched,0.0
Written,BE-pp,was,unveiled,0.0
Written,BE-pp,been,unveiled,0.0
Written,BE-pp,be,unveiled,0.0
Written,BE-pp,been,unveiled,0.0
Written,BE-pp,was,unveiled,0.0
Written,BE-pp,was,unveiled,0.0
Written,BE-pp,was,unveiled,0.0
Written,BE-pp,was,unveiled,0.0
Written,BE-pp,be,unveiled,0.0
Written,BE-pp,was,unveiled,0.0
Written,BE-pp,was,unveiled,0.0
Written,BE-pp,'s,unveiled,0.0
Written,BE-pp,be,unveiled,0.0
Written,BE-pp,was,unveiled,0.0
Written,BE-pp,be,unveiled,0.0
Written,BE-pp,be,unveiled,0.0
Written,BE-pp,be,unveiled,0.0
Written,BE-pp,be,unveiled,0.0
Written,BE-pp,was,unveiled,0.0
Written,BE-pp,was,unveiled,0.0
Written,BE-pp,be,unveiled,0.0
Written,BE-pp,is,unwanted,-0.2263
Written,BE-pp,be,unwrapped,0.0
Written,BE-pp,be,updated,0.0
Written,BE-pp,be,updated,0.0
Written,BE-pp,be,updated,0.0
Written,BE-pp,being,updated,0.0
Written,BE-pp,was,updated,0.0
Written,BE-pp,been,updated,0.0
Written,BE-pp,be,updated,0.0
Written,BE-pp,been,updated,0.0
Written,BE-pp,been,updated,0.0
Written,BE-pp,be,updated,0.0
Written,BE-pp,was,updated,0.0
Written,BE-pp,been,updated,0.0
Written,BE-pp,be,updated,0.0
Written,BE-pp,was,upgraded,0.0
Written,BE-pp,was,upgraded,0.0
Written,BE-pp,was,upgraded,0.0
Written,BE-pp,be,upgraded,0.0
Written,BE-pp,was,upgraded,0.0
Written,BE-pp,being,upgraded,0.0
Written,BE-pp,being,upgraded,0.0
Written,BE-pp,is,uploaded,0.0
Written,BE-pp,was,uploaded,0.0
Written,BE-pp,was,uploaded,0.0
Written,BE-pp,been,uploaded,0.0
Written,BE-pp,been,uploaded,0.0
Written,BE-pp,been,uploaded,0.0
Written,BE-pp,be,uploaded,0.0
Written,BE-pp,are,uploaded,0.0
Written,BE-pp,is,upset,-0.3818
Written,BE-pp,was,upsized,0.0
Written,BE-pp,were,urged,0.0
Written,BE-pp,be,urged,0.0
Written,BE-pp,being,urged,0.0
Written,BE-pp,being,urged,0.0
Written,BE-pp,been,urged,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,was,used,0.0
Written,BE-pp,were,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,were,used,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,was,used,0.0
Written,BE-pp,were,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,been,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,was,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,was,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,been,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,were,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,were,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,been,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,was,used,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,was,used,0.0
Written,BE-pp,'re,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,been,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,was,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,were,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,been,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,been,used,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,been,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,been,used,0.0
Written,BE-pp,been,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,were,used,0.0
Written,BE-pp,were,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,was,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,been,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,was,used,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,be,used,0.0
Written,BE-pp,are,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,was,used,0.0
Written,BE-pp,been,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,is,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,being,used,0.0
Written,BE-pp,been,used,0.0
